EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age_Group
1951,39,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3,33-42
1952,27,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3,24-33
1953,35,No,Travel_Rarely,Sales,24,Bachelor,Medical,1,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3,33-42
1954,42,No,Travel_Rarely,Research & Development,23,Master,Other,1,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,4.0,3.0,3.0,4,3,42-51
1955,50,No,Travel_Rarely,Sales,27,Bachelor,Medical,1,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4,42-51
1956,59,No,Travel_Rarely,Research & Development,16,Master,Medical,1,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,3.0,4.0,3.0,2,3,51-60
1957,37,Yes,Travel_Rarely,Sales,15,Bachelor,Marketing,1,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3,33-42
1958,55,No,Travel_Frequently,Research & Development,26,College,Life Sciences,1,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3,51-60
1959,41,No,Non-Travel,Research & Development,19,Below College,Life Sciences,1,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3,33-42
1960,38,No,Travel_Rarely,Research & Development,24,College,Other,1,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3,33-42
1961,26,Yes,Non-Travel,Research & Development,21,Below College,Life Sciences,1,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3,24-33
1962,52,Yes,Travel_Rarely,Research & Development,5,Master,Medical,1,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,1.0,4.0,3.0,4,3,51-60
1963,44,No,Travel_Rarely,Research & Development,16,Bachelor,Life Sciences,1,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3,42-51
1964,50,No,Non-Travel,Human Resources,2,College,Life Sciences,1,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3,42-51
1965,36,Yes,Travel_Rarely,Sales,2,Master,Technical Degree,1,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3,33-42
1966,39,No,Travel_Frequently,Sales,11,Bachelor,Marketing,1,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3,33-42
1967,33,No,Non-Travel,Sales,9,College,Technical Degree,1,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3,33-42
1968,45,No,Travel_Rarely,Research & Development,7,College,Other,1,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3,42-51
1969,32,No,Non-Travel,Research & Development,15,Bachelor,Medical,1,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4,24-33
1970,34,No,Travel_Rarely,Sales,6,Master,Marketing,1,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3,33-42
1971,59,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3,51-60
1972,45,No,Travel_Rarely,Research & Development,16,Below College,Medical,1,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4,42-51
1973,53,No,Travel_Frequently,Sales,8,College,Medical,1,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,3.0,2.0,3.0,4,4,51-60
1974,36,Yes,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3,33-42
1975,26,Yes,Travel_Frequently,Sales,2,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3,24-33
1976,34,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3,33-42
1977,28,No,Travel_Rarely,Research & Development,10,Bachelor,Other,1,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3,24-33
1978,38,No,Travel_Frequently,Sales,9,Master,Medical,1,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3,33-42
1979,50,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,1,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,2.0,3.0,2.0,3,3,42-51
1980,37,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4,33-42
1981,40,No,Travel_Rarely,Human Resources,2,Bachelor,Medical,1,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3,33-42
1982,26,No,Travel_Frequently,Research & Development,3,Bachelor,Medical,1,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3,24-33
1983,46,No,Travel_Rarely,Research & Development,2,Below College,Medical,1,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3,42-51
1984,54,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3,51-60
1985,56,No,Travel_Frequently,Research & Development,1,College,Life Sciences,1,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3,51-60
1986,36,No,Travel_Rarely,Research & Development,4,College,Life Sciences,1,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3,33-42
1987,55,No,Non-Travel,Research & Development,2,Bachelor,Medical,1,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,3.0,1.0,4.0,2,3,51-60
1988,43,No,Travel_Rarely,Sales,25,College,Life Sciences,1,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4,42-51
1989,20,Yes,Travel_Frequently,Sales,8,Bachelor,Marketing,1,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4,15-24
1990,21,Yes,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3,15-24
1991,46,No,Travel_Rarely,Sales,12,Bachelor,Marketing,1,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3,42-51
1992,51,Yes,Travel_Rarely,Sales,23,Bachelor,Medical,1,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4,51-60
1993,28,Yes,Non-Travel,Research & Development,19,Master,Life Sciences,1,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3,24-33
1994,26,No,Travel_Rarely,Research & Development,5,Master,Medical,1,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3,24-33
1995,30,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3,24-33
1996,41,No,Travel_Rarely,Sales,1,Master,Life Sciences,1,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3,33-42
1997,38,No,Travel_Rarely,Research & Development,5,Bachelor,Technical Degree,1,Male,1,Sales Executive,Married,63490,1.0,Y,11,8,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3,33-42
1998,40,No,Travel_Rarely,Sales,1,Master,Marketing,1,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3,33-42
1999,27,No,Non-Travel,Sales,11,Bachelor,Technical Degree,1,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,1.0,3.0,3.0,2,3,24-33
2000,55,No,Travel_Frequently,Research & Development,23,Doctor,Life Sciences,1,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,4.0,2.0,3.0,3,3,51-60
2001,28,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,3.0,3.0,4.0,4,3,24-33
2002,44,Yes,Travel_Rarely,Research & Development,18,Master,Life Sciences,1,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,2.0,1.0,3.0,3,3,42-51
2003,33,No,Travel_Rarely,Sales,23,Master,Marketing,1,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,4.0,4.0,3.0,3,3,33-42
2004,35,Yes,Travel_Rarely,Sales,7,Master,Life Sciences,1,Male,3,Sales Representative,Single,61180,0.0,Y,21,8,1,9.0,3,8,4,7,4.0,1.0,3.0,2,4,33-42
2005,33,Yes,Travel_Frequently,Research & Development,1,College,Life Sciences,1,Female,1,Sales Executive,Single,62140,1.0,Y,19,8,2,14.0,3,13,3,8,1.0,3.0,3.0,3,3,33-42
2006,28,No,Travel_Rarely,Human Resources,1,Below College,Human Resources,1,Male,2,Research Scientist,Divorced,63470,1.0,Y,15,8,1,4.0,2,4,2,2,1.0,3.0,2.0,3,3,24-33
2007,34,No,Travel_Frequently,Sales,29,Master,Marketing,1,Male,1,Research Scientist,Single,115100,0.0,Y,14,8,1,7.0,5,6,0,4,1.0,4.0,2.0,3,3,33-42
2008,37,No,Travel_Rarely,Research & Development,7,Master,Life Sciences,1,Male,4,Sales Executive,Divorced,71430,2.0,Y,21,8,0,8.0,6,1,0,0,4.0,4.0,3.0,2,4,33-42
2009,25,Yes,Travel_Rarely,Human Resources,25,Master,Human Resources,1,Female,2,Research Scientist,Married,82680,1.0,Y,12,8,0,7.0,3,7,5,6,4.0,4.0,4.0,2,3,24-33
2010,26,Yes,Travel_Rarely,Sales,8,College,Marketing,1,Male,2,Sales Executive,Divorced,80950,1.0,Y,15,8,0,1.0,3,1,0,0,1.0,3.0,2.0,4,3,24-33
2011,33,Yes,Travel_Rarely,Research & Development,8,College,Life Sciences,1,Male,4,Manufacturing Director,Single,29040,4.0,Y,13,8,0,5.0,2,2,2,2,1.0,2.0,3.0,3,3,33-42
2012,42,No,Travel_Rarely,Research & Development,11,Below College,Life Sciences,1,Male,4,Research Scientist,Married,60320,0.0,Y,14,8,0,23.0,2,22,13,7,4.0,1.0,3.0,2,3,42-51
2013,28,Yes,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1,Male,2,Manager,Divorced,29760,1.0,Y,14,8,0,1.0,3,1,0,0,1.0,2.0,3.0,3,3,24-33
2014,50,Yes,Travel_Frequently,Research & Development,1,Master,Medical,1,Male,2,Research Scientist,Single,159920,3.0,Y,14,8,0,5.0,3,0,0,0,4.0,3.0,3.0,3,3,42-51
2015,33,No,Travel_Frequently,Sales,9,Bachelor,Medical,1,Female,2,Research Scientist,Married,46490,0.0,Y,12,8,0,4.0,2,3,0,2,4.0,2.0,3.0,2,3,33-42
2016,34,No,Non-Travel,Sales,1,Below College,Marketing,1,Female,2,Research Director,Married,26960,3.0,Y,23,8,0,6.0,3,0,0,0,3.0,4.0,3.0,3,4,33-42
2017,48,No,Non-Travel,Sales,2,Below College,Life Sciences,1,Male,2,Sales Executive,Single,23700,2.0,Y,11,8,0,27.0,3,5,2,1,1.0,4.0,3.0,3,3,42-51
2018,45,No,Non-Travel,Research & Development,1,Bachelor,Medical,1,Female,2,Human Resources,Married,125040,1.0,Y,12,8,1,15.0,2,15,4,12,2.0,3.0,3.0,3,3,42-51
2019,52,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Male,1,Sales Executive,Single,59740,7.0,Y,18,8,1,18.0,6,8,4,0,2.0,2.0,3.0,3,3,51-60
2020,38,No,Travel_Rarely,Research & Development,6,College,Medical,1,Male,1,Research Scientist,Divorced,47360,0.0,Y,11,8,1,9.0,3,8,2,7,3.0,3.0,3.0,2,3,33-42
2021,29,No,Travel_Rarely,Research & Development,8,Bachelor,Medical,1,Female,4,Research Scientist,Divorced,52960,4.0,Y,14,8,0,11.0,3,7,1,7,3.0,4.0,3.0,4,3,24-33
2022,28,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,1,Female,4,Laboratory Technician,Divorced,67810,0.0,Y,15,8,1,10.0,2,9,1,7,4.0,2.0,2.0,3,3,24-33
2023,46,No,Travel_Rarely,Research & Development,6,Master,Medical,1,Male,3,Sales Executive,Married,21740,3.0,Y,11,8,1,23.0,3,12,4,9,1.0,3.0,3.0,3,3,42-51
2024,38,No,Travel_Rarely,Research & Development,7,Master,Medical,1,Male,1,Sales Executive,Single,66530,7.0,Y,20,8,1,10.0,2,1,0,0,4.0,2.0,3.0,3,4,33-42
2025,43,No,Travel_Frequently,Research & Development,5,Bachelor,Medical,1,Female,2,Laboratory Technician,Married,96990,8.0,Y,19,8,1,18.0,3,8,0,1,3.0,1.0,3.0,3,3,42-51
2026,39,Yes,Travel_Frequently,Sales,1,Bachelor,Marketing,1,Male,2,Healthcare Representative,Divorced,67550,7.0,Y,14,8,1,21.0,2,18,11,5,1.0,4.0,3.0,3,3,33-42
2027,40,No,Travel_Rarely,Research & Development,1,Below College,Life Sciences,1,Male,1,Healthcare Representative,Single,22130,1.0,Y,17,8,0,21.0,4,20,4,9,3.0,3.0,4.0,3,3,33-42
2028,21,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Female,1,Research Scientist,Single,26100,1.0,Y,11,8,1,2.0,3,2,2,2,4.0,2.0,4.0,2,3,15-24
2029,39,No,Non-Travel,Research & Development,6,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Single,28510,9.0,Y,15,8,0,9.0,2,5,0,3,3.0,2.0,2.0,3,3,33-42
2030,36,No,Non-Travel,Research & Development,1,Bachelor,Medical,1,Male,3,Sales Representative,Single,34520,2.0,Y,13,8,3,18.0,4,11,0,9,1.0,4.0,3.0,4,3,33-42
2031,31,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,1,Male,1,Sales Executive,Married,52580,0.0,Y,14,8,3,3.0,5,2,2,2,3.0,4.0,3.0,3,3,24-33
2032,28,No,Travel_Rarely,Sales,2,Master,Marketing,1,Male,1,Sales Executive,Married,93550,0.0,Y,11,8,0,6.0,4,5,0,4,1.0,2.0,1.0,3,3,24-33
2033,35,No,Travel_Frequently,Research & Development,9,College,Other,1,Female,1,Manufacturing Director,Divorced,104960,1.0,Y,13,8,1,5.0,2,5,0,2,4.0,4.0,3.0,3,3,33-42
2034,49,No,Travel_Rarely,Sales,2,College,Medical,1,Female,1,Sales Executive,Married,63800,6.0,Y,23,8,1,22.0,1,9,2,3,4.0,2.0,3.0,2,4,42-51
2035,34,No,Travel_Frequently,Sales,9,Below College,Technical Degree,1,Male,2,Sales Executive,Single,26570,2.0,Y,13,8,1,5.0,3,3,0,2,4.0,3.0,2.0,2,3,33-42
2036,29,No,Travel_Frequently,Research & Development,1,Master,Medical,1,Male,3,Research Scientist,Divorced,27160,0.0,Y,18,8,0,8.0,2,7,1,1,4.0,2.0,2.0,1,3,24-33
2037,42,No,Travel_Rarely,Sales,21,College,Life Sciences,1,Female,1,Healthcare Representative,Single,22010,4.0,Y,12,8,1,16.0,3,1,0,0,2.0,4.0,3.0,4,3,42-51
2038,29,No,Travel_Rarely,Sales,4,College,Other,1,Female,2,Healthcare Representative,Married,65400,1.0,Y,22,8,0,10.0,2,10,1,2,2.0,4.0,2.0,1,4,24-33
2039,38,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,1,Female,1,Human Resources,Married,38160,1.0,Y,13,8,2,7.0,2,7,5,0,3.0,3.0,4.0,2,3,33-42
2040,28,No,Travel_Frequently,Sales,6,Master,Life Sciences,1,Male,1,Manager,Divorced,52530,1.0,Y,15,8,0,3.0,2,3,0,2,3.0,3.0,3.0,3,3,24-33
2041,18,Yes,Non-Travel,Research & Development,2,Master,Medical,1,Male,3,Laboratory Technician,Single,109650,1.0,Y,18,8,0,0.0,5,0,0,0,3.0,3.0,3.0,4,3,15-24
2042,33,Yes,Travel_Rarely,Research & Development,3,College,Life Sciences,1,Male,1,Sales Executive,Single,49360,0.0,Y,14,8,0,6.0,2,5,0,3,1.0,1.0,3.0,2,3,33-42
2043,41,No,Travel_Rarely,Research & Development,4,College,Medical,1,Male,2,Research Scientist,Married,25430,3.0,Y,12,8,0,6.0,3,1,0,0,2.0,4.0,3.0,3,3,33-42
2044,31,Yes,Travel_Frequently,Sales,10,Bachelor,Technical Degree,1,Female,1,Research Director,Married,53040,1.0,Y,17,8,0,2.0,3,2,2,2,3.0,3.0,2.0,4,3,24-33
2045,37,No,Travel_Rarely,Research & Development,23,Bachelor,Life Sciences,1,Male,3,Manufacturing Director,Divorced,166590,7.0,Y,16,8,1,9.0,2,6,1,3,3.0,4.0,3.0,3,3,33-42
2046,27,No,Travel_Rarely,Research & Development,6,College,Medical,1,Female,1,Healthcare Representative,Married,42600,1.0,Y,11,8,2,4.0,2,4,2,2,4.0,3.0,3.0,3,3,24-33
2047,34,No,Travel_Rarely,Sales,1,Below College,Marketing,1,Female,2,Laboratory Technician,Married,24760,1.0,Y,19,8,0,6.0,2,6,1,3,2.0,3.0,2.0,3,3,33-42
2048,35,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Female,3,Laboratory Technician,Single,31020,1.0,Y,13,8,1,6.0,3,5,1,4,3.0,3.0,1.0,2,3,33-42
2049,29,Yes,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,1,Male,1,Sales Executive,Married,22440,1.0,Y,12,8,3,11.0,5,11,3,10,4.0,1.0,1.0,1,3,24-33
2050,40,No,Travel_Frequently,Research & Development,2,Master,Medical,1,Male,4,Human Resources,Single,75960,9.0,Y,11,8,0,20.0,0,18,2,13,2.0,3.0,2.0,1,3,33-42
2051,42,Yes,Travel_Frequently,Sales,2,Master,Life Sciences,1,Male,1,Laboratory Technician,Single,22850,0.0,Y,16,8,0,22.0,3,21,13,14,3.0,1.0,2.0,1,3,42-51
2052,42,No,Travel_Rarely,Research & Development,1,College,Life Sciences,1,Male,4,Laboratory Technician,Single,30340,7.0,Y,21,8,1,9.0,3,6,1,5,2.0,1.0,4.0,2,4,42-51
2053,35,No,Travel_Rarely,Research & Development,5,Bachelor,Medical,1,Male,1,Healthcare Representative,Married,57150,6.0,Y,24,8,2,10.0,0,8,1,7,4.0,3.0,3.0,3,4,33-42
2054,24,No,Travel_Rarely,Sales,7,Master,Life Sciences,1,Female,1,Laboratory Technician,Single,25760,8.0,Y,17,8,3,6.0,3,4,1,2,4.0,2.0,3.0,3,3,24-33
2055,28,Yes,Travel_Rarely,Research & Development,15,Master,Life Sciences,1,Male,2,Sales Executive,Married,41970,1.0,Y,13,8,0,1.0,3,1,0,0,3.0,4.0,2.0,1,3,24-33
2056,26,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,2,Sales Representative,Married,143360,1.0,Y,21,8,1,8.0,3,8,0,7,1.0,4.0,3.0,3,4,24-33
2057,30,No,Travel_Rarely,Research & Development,7,College,Life Sciences,1,Female,1,Manufacturing Director,Married,34480,1.0,Y,11,8,0,10.0,3,10,1,4,3.0,3.0,3.0,3,3,24-33
2058,40,No,Travel_Frequently,Research & Development,26,Master,Life Sciences,1,Male,2,Research Scientist,Married,194060,3.0,Y,20,8,3,16.0,2,1,0,0,3.0,4.0,1.0,3,4,33-42
2059,35,No,Travel_Rarely,Research & Development,18,Doctor,Medical,1,Female,2,Research Scientist,Divorced,65380,2.0,Y,16,8,1,15.0,3,7,6,4,3.0,2.0,4.0,3,3,33-42
2060,34,No,Travel_Frequently,Research & Development,6,College,Life Sciences,1,Male,1,Research Director,Single,43060,0.0,Y,11,8,0,14.0,2,13,4,9,4.0,1.0,3.0,3,3,33-42
2061,35,No,Travel_Frequently,Research & Development,3,Bachelor,Medical,1,Female,2,Laboratory Technician,Married,22580,1.0,Y,11,8,1,2.0,2,2,2,2,4.0,4.0,4.0,3,3,33-42
2062,43,Yes,Travel_Rarely,Sales,5,Bachelor,Marketing,1,Female,3,Research Scientist,Single,45220,8.0,Y,15,8,1,7.0,3,4,1,3,1.0,3.0,2.0,3,3,42-51
2063,32,No,Non-Travel,Research & Development,11,College,Other,1,Female,2,Research Scientist,Divorced,44870,1.0,Y,11,8,0,1.0,5,1,0,0,3.0,1.0,3.0,2,3,24-33
2064,56,No,Travel_Rarely,Research & Development,3,College,Other,1,Male,2,Healthcare Representative,Divorced,44490,4.0,Y,15,8,0,28.0,3,5,4,2,4.0,1.0,3.0,1,3,51-60
2065,29,No,Travel_Rarely,Research & Development,26,Below College,Life Sciences,1,Male,1,Laboratory Technician,Married,22180,1.0,Y,24,8,1,10.0,1,10,0,8,2.0,4.0,3.0,3,4,24-33
2066,19,No,Travel_Rarely,Research & Development,23,Master,Life Sciences,1,Male,2,Laboratory Technician,Single,191970,1.0,Y,12,8,0,1.0,2,1,0,0,3.0,1.0,3.0,3,3,15-24
2067,45,No,Travel_Rarely,Research & Development,22,Bachelor,Life Sciences,1,Female,2,Sales Representative,Married,132120,4.0,Y,13,8,0,7.0,4,3,0,2,1.0,3.0,2.0,3,3,42-51
2068,37,No,Travel_Rarely,Research & Development,14,Master,Life Sciences,1,Male,3,Research Scientist,Married,65770,1.0,Y,13,8,0,14.0,1,14,3,11,4.0,4.0,2.0,1,3,33-42
2069,20,No,Travel_Rarely,Research & Development,6,Bachelor,Medical,1,Male,5,Research Director,Single,83920,1.0,Y,17,8,0,2.0,5,2,1,2,1.0,3.0,2.0,3,3,15-24
2070,44,Yes,Travel_Rarely,Human Resources,6,College,Human Resources,1,Male,3,Sales Executive,Single,45580,1.0,Y,13,8,1,6.0,2,6,0,2,3.0,3.0,3.0,1,3,42-51
2071,53,No,Travel_Rarely,Research & Development,6,Master,Life Sciences,1,Male,1,Research Director,Divorced,40310,3.0,Y,12,8,1,26.0,3,7,4,7,4.0,3.0,3.0,2,3,51-60
2072,29,No,Travel_Rarely,Research & Development,23,Bachelor,Medical,1,Male,1,Sales Executive,Married,79690,0.0,Y,14,8,0,6.0,3,5,1,3,2.0,4.0,2.0,3,3,24-33
2073,22,Yes,Travel_Frequently,Research & Development,22,Master,Medical,1,Male,1,Sales Representative,Married,26540,0.0,Y,24,8,0,1.0,5,0,0,0,3.0,4.0,3.0,2,4,15-24
2074,46,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,165550,8.0,Y,14,8,2,28.0,4,26,15,9,3.0,1.0,3.0,3,3,42-51
2075,44,No,Non-Travel,Research & Development,20,Bachelor,Life Sciences,1,Male,1,Sales Representative,Single,45560,2.0,Y,13,8,0,6.0,4,0,0,0,4.0,3.0,3.0,3,3,42-51
2076,33,No,Travel_Rarely,Research & Development,28,Master,Life Sciences,1,Female,1,Manager,Married,60910,1.0,Y,15,8,0,5.0,6,5,1,4,2.0,3.0,3.0,1,3,33-42
2077,41,Yes,Non-Travel,Research & Development,12,Bachelor,Life Sciences,1,Male,2,Sales Representative,Divorced,195660,6.0,Y,16,8,0,5.0,2,1,0,0,1.0,1.0,1.0,4,3,33-42
2078,30,No,Travel_Rarely,Sales,20,Bachelor,Marketing,1,Male,3,Sales Executive,Divorced,48100,8.0,Y,18,8,0,8.0,3,4,0,3,3.0,1.0,3.0,2,3,24-33
2079,40,No,Travel_Frequently,Sales,9,Bachelor,Medical,1,Male,1,Manufacturing Director,Married,45230,5.0,Y,16,8,1,5.0,5,0,0,0,2.0,2.0,3.0,4,3,33-42
2080,50,No,Travel_Frequently,Research & Development,25,Master,Life Sciences,1,Female,2,Healthcare Representative,Married,32020,2.0,Y,24,8,1,32.0,2,2,2,2,4.0,1.0,3.0,3,4,42-51
2081,28,No,Travel_Rarely,Research & Development,6,Bachelor,Technical Degree,1,Male,2,Research Scientist,Married,23510,1.0,Y,16,8,0,6.0,4,6,3,3,4.0,1.0,3.0,3,3,24-33
2082,46,No,Travel_Rarely,Research & Development,8,Master,Other,1,Male,3,Manager,Married,17020,5.0,Y,21,8,0,25.0,2,4,0,3,4.0,2.0,3.0,3,4,42-51
2083,35,No,Travel_Rarely,Sales,4,Master,Marketing,1,Male,1,Laboratory Technician,Married,180410,3.0,Y,20,8,1,15.0,3,7,1,7,3.0,1.0,3.0,2,4,33-42
2084,24,Yes,Travel_Rarely,Human Resources,28,Master,Human Resources,1,Male,3,Manufacturing Director,Married,28860,1.0,Y,19,8,1,1.0,5,1,0,0,4.0,2.0,1.0,3,3,24-33
2085,33,No,Travel_Frequently,Research & Development,9,College,Medical,1,Female,1,Sales Executive,Married,20970,1.0,Y,14,8,2,10.0,5,10,0,1,2.0,3.0,2.0,2,3,33-42
2086,36,No,Travel_Rarely,Research & Development,9,College,Medical,1,Male,2,Sales Executive,Divorced,119350,1.0,Y,11,8,3,7.0,6,7,1,7,3.0,3.0,3.0,4,3,33-42
2087,30,No,Travel_Rarely,Sales,29,Bachelor,Marketing,1,Male,1,Sales Executive,Divorced,25460,1.0,Y,14,8,1,10.0,2,10,8,9,3.0,3.0,2.0,3,3,24-33
2088,44,No,Travel_Rarely,Research & Development,3,Master,Medical,1,Male,2,Research Scientist,Single,25640,1.0,Y,12,8,3,20.0,3,20,13,17,4.0,4.0,3.0,1,3,42-51
2089,20,No,Travel_Rarely,Research & Development,18,Master,Medical,1,Male,1,Human Resources,Single,84120,1.0,Y,13,8,0,2.0,2,2,2,2,3.0,4.0,3.0,2,3,15-24
